OGOrthogroup	GNM1107	GNM1232	GNM1382	GNM1383	GNM1670	GNM1683	GNM225	GNM3434	GNM356	GNM358	GNM3890	GNM425	GNM4440	GNM50571	GNM565	GNM694	GNM742	GNM746	GNM747
OG0005552	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005553	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005554	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005561	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OG0005568	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1
OG0005569	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
OG0005571	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005579	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OG0005580	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
OG0005582	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1
OG0005583	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OG0005588	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005592	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0
OG0005593	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0005594	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0005595	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0005596	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1
OG0005597	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
OG0005598	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0005599	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0005600	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1
OG0005601	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005604	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0005605	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0005608	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005609	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005610	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OG0005612	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OG0005613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0005617	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0
OG0005619	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0005620	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0005625	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0005628	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0005629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OG0005632	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005633	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OG0005638	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
OG0005642	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OG0005645	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0005653	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OG0005662	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005668	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1
OG0005669	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005671	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
OG0005677	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
OG0005679	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OG0005682	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
OG0005683	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
OG0005694	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1
OG0005695	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OG0005698	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0
OG0005699	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005700	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005701	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005702	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005703	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005704	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005705	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005706	0	0	0	0	1	1	0	1	0	1	2	0	1	1	0	0	0	0	0
OG0005707	0	0	0	0	1	1	0	1	0	2	1	0	0	1	0	0	0	0	0
OG0005708	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
OG0005709	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005710	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005711	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005712	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0
OG0005717	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OG0005718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OG0005762	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0005787	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OG0005788	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OG0005790	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0
OG0005791	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0
OG0005795	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1
OG0005798	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OG0005799	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OG0005800	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
OG0005801	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0
OG0005803	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
OG0005804	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
OG0005810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
OG0005814	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005818	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0005820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0005823	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0005828	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0005842	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
OG0005846	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005849	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OG0005850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0005863	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0005864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0005884	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OG0005900	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005902	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OG0005905	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0005924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OG0005933	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005934	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0005940	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OG0005942	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0005943	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OG0005944	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
OG0005948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0005949	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OG0005951	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
OG0005957	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
OG0005963	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0005964	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0005965	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005966	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005967	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OG0005968	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005969	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0005970	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0005971	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0005973	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1
OG0005974	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0005977	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OG0005978	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0005982	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0005985	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
OG0005987	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0
OG0005989	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
OG0005992	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
OG0005994	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0005998	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0006001	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0
OG0006005	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OG0006007	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0006016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OG0006018	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
OG0006029	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0006030	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1
OG0006034	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0006036	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OG0006038	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OG0006039	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0006040	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0006061	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0006062	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0006063	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0006065	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0006079	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0006083	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
OG0006088	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OG0006095	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1
OG0006099	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0
OG0006101	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0006103	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
OG0006106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
OG0006109	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OG0006110	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
OG0006115	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0006119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006123	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006124	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0006127	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0
OG0006128	0	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0
OG0006129	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0
OG0006130	0	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0
OG0006131	0	0	0	0	1	1	0	1	1	1	2	0	0	0	0	0	0	0	0
OG0006132	0	0	0	0	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0
OG0006133	0	0	0	0	0	0	1	2	0	1	0	0	0	2	0	0	0	0	0
OG0006142	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
OG0006146	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OG0006147	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0006158	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006160	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
OG0006165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006176	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
OG0006177	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
OG0006200	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006201	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0006204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OG0006211	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0006213	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006218	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0006226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006229	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
OG0006230	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1
OG0006233	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
OG0006239	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OG0006243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0006246	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0006248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OG0006251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0006259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OG0006266	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OG0006272	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0006280	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0006281	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OG0006282	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OG0006284	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0006289	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OG0006291	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OG0006307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
OG0006312	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
OG0006342	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
OG0006344	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
OG0006346	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OG0006354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OG0006385	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
OG0006392	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0006393	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
OG0006394	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
OG0006401	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006410	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1
OG0006411	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
OG0006412	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0006413	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0006414	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2
OG0006415	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
OG0006417	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0006418	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
OG0006419	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OG0006420	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0006421	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
OG0006423	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0006424	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0006425	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006426	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0006427	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0006428	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0006429	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0006435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006438	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
OG0006445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
OG0006446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
OG0006453	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0006456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OG0006457	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0
OG0006463	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OG0006471	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OG0006472	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006474	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
OG0006475	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0006477	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OG0006480	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006482	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1
OG0006488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OG0006490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006491	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0
OG0006502	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OG0006510	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OG0006540	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
OG0006543	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006544	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
OG0006546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OG0006547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OG0006548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OG0006550	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0
OG0006557	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0006560	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0006561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OG0006564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
OG0006569	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0006570	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0
OG0006571	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
OG0006580	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OG0006581	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006582	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OG0006583	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OG0006602	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0
OG0006607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006618	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
OG0006625	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0006626	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OG0006627	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OG0006628	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006629	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OG0006630	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
OG0006636	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0006639	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
OG0006640	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
OG0006641	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
OG0006642	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
OG0006643	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
OG0006644	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0
OG0006645	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
OG0006646	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0
OG0006647	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0
OG0006648	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OG0006653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
OG0006654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
OG0006657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1
OG0006658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
OG0006713	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
OG0006722	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
OG0006742	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OG0006745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0006764	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OG0006774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OG0006782	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
OG0006783	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OG0006784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OG0006789	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OG0006795	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OG0006798	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0006799	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0006815	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OG0006816	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OG0006824	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
OG0006828	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0006834	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OG0006837	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
