child	parent	OG	type	number
node10	node11	OG0000250	nochange	1	1
node10	node11	OG0000251	nochange	2	2
node10	node11	OG0000252	nochange	1	1
node10	node11	OG0000253	nochange	1	1
node10	node11	OG0000254	nochange	1	1
node10	node11	OG0000256	nochange	1	1
node10	node11	OG0000258	nochange	1	1
node10	node11	OG0000259	nochange	1	1
node10	node11	OG0000260	nochange	1	1
node10	node11	OG0000261	nochange	1	1
node10	node11	OG0000263	nochange	1	1
node10	node11	OG0000264	nochange	1	1
node10	node11	OG0000265	nochange	1	1
node10	node11	OG0000270	nochange	1	1
node10	node11	OG0000272	nochange	3	3
node10	node11	OG0000273	nochange	1	1
node10	node11	OG0000274	nochange	2	2
node10	node11	OG0000275	nochange	1	1
node10	node11	OG0000276	nochange	1	1
node10	node11	OG0000277	nochange	1	1
node10	node11	OG0000278	nochange	1	1
node10	node11	OG0000279	nochange	1	1
node10	node11	OG0000280	nochange	1	1
node10	node11	OG0000281	nochange	1	1
node10	node11	OG0000282	nochange	1	1
node10	node11	OG0000283	plus	3	1
node10	node11	OG0000284	nochange	2	2
node10	node11	OG0000285	nochange	1	1
node10	node11	OG0000286	nochange	1	1
node10	node11	OG0000287	nochange	1	1
node10	node11	OG0000289	nochange	1	1
node10	node11	OG0000290	nochange	1	1
node10	node11	OG0000291	nochange	1	1
node10	node11	OG0000292	nochange	1	1
node10	node11	OG0000295	nochange	1	1
node10	node11	OG0000297	nochange	1	1
node10	node11	OG0000298	nochange	1	1
node10	node11	OG0000299	nochange	1	1
node10	node11	OG0000300	nochange	1	1
node10	node11	OG0000301	nochange	1	1
node10	node11	OG0000303	nochange	1	1
node10	node11	OG0000304	nochange	1	1
node10	node11	OG0000305	nochange	1	1
node10	node11	OG0000308	nochange	2	2
node10	node11	OG0000309	nochange	1	1
node10	node11	OG0000310	nochange	1	1
node10	node11	OG0000311	nochange	1	1
node10	node11	OG0000312	nochange	1	1
node10	node11	OG0000314	nochange	1	1
node10	node11	OG0000315	nochange	1	1
node10	node11	OG0000317	nochange	1	1
node10	node11	OG0000318	nochange	1	1
node10	node11	OG0000319	nochange	1	1
node10	node11	OG0000320	nochange	1	1
node10	node11	OG0000323	nochange	1	1
node10	node11	OG0000325	plus	2	1
node10	node11	OG0000326	nochange	1	1
node10	node11	OG0000328	nochange	1	1
node10	node11	OG0000329	plus	2	1
node10	node11	OG0000330	nochange	1	1
node10	node11	OG0000331	plus	2	1
node10	node11	OG0000332	nochange	2	2
node10	node11	OG0000335	nochange	1	1
node10	node11	OG0000338	nochange	1	1
node10	node11	OG0000339	nochange	1	1
node10	node11	OG0000343	nochange	1	1
node10	node11	OG0000344	nochange	1	1
node10	node11	OG0000345	nochange	1	1
node10	node11	OG0000346	nochange	1	1
node10	node11	OG0000347	nochange	1	1
node10	node11	OG0000348	nochange	2	2
node10	node11	OG0000349	nochange	1	1
node10	node11	OG0000350	nochange	1	1
node10	node11	OG0000351	nochange	1	1
node10	node11	OG0000352	nochange	1	1
node10	node11	OG0000355	nochange	1	1
node10	node11	OG0000356	nochange	1	1
node10	node11	OG0000358	nochange	1	1
node10	node11	OG0000359	del	0	1
node10	node11	OG0000361	nochange	2	2
node10	node11	OG0000362	nochange	1	1
node10	node11	OG0000363	nochange	1	1
node10	node11	OG0000366	nochange	1	1
node10	node11	OG0000367	nochange	1	1
node10	node11	OG0000368	nochange	1	1
node10	node11	OG0000369	nochange	1	1
node10	node11	OG0000370	nochange	1	1
node10	node11	OG0000371	nochange	1	1
node10	node11	OG0000374	nochange	1	1
node10	node11	OG0000377	nochange	1	1
node10	node11	OG0000378	nochange	1	1
node10	node11	OG0000380	nochange	1	1
node10	node11	OG0000381	nochange	1	1
node10	node11	OG0000382	nochange	1	1
node10	node11	OG0000383	nochange	1	1
node10	node11	OG0000384	nochange	1	1
node10	node11	OG0000386	nochange	1	1
node10	node11	OG0000388	nochange	1	1
node10	node11	OG0000389	nochange	1	1
node10	node11	OG0000390	nochange	1	1
node10	node11	OG0000391	nochange	1	1
node10	node11	OG0000392	nochange	1	1
node10	node11	OG0000393	nochange	1	1
node10	node11	OG0000394	nochange	1	1
node10	node11	OG0000395	nochange	1	1
node10	node11	OG0000396	nochange	2	2
node10	node11	OG0000397	nochange	1	1
node10	node11	OG0000400	del	0	1
node10	node11	OG0000402	nochange	1	1
node10	node11	OG0000404	nochange	1	1
node10	node11	OG0000406	nochange	1	1
node10	node11	OG0000407	nochange	1	1
node10	node11	OG0000408	plus	5	1
node10	node11	OG0000409	nochange	1	1
node10	node11	OG0000411	nochange	1	1
node10	node11	OG0000412	nochange	1	1
node10	node11	OG0000413	nochange	1	1
node10	node11	OG0000414	del	0	1
node10	node11	OG0000415	del	0	1
node10	node11	OG0000416	nochange	1	1
node10	node11	OG0000417	del	0	1
node10	node11	OG0000420	nochange	1	1
node10	node11	OG0000422	nochange	1	1
node10	node11	OG0000423	nochange	1	1
node10	node11	OG0000424	nochange	1	1
node10	node11	OG0000425	nochange	1	1
node10	node11	OG0000426	nochange	1	1
node10	node11	OG0000427	nochange	1	1
node10	node11	OG0000428	nochange	1	1
node10	node11	OG0000430	add	1	0
node10	node11	OG0000431	plus	2	1
node10	node11	OG0000432	nochange	1	1
node10	node11	OG0000433	nochange	1	1
node10	node11	OG0000434	nochange	1	1
node10	node11	OG0000435	nochange	1	1
node10	node11	OG0000436	nochange	1	1
node10	node11	OG0000440	nochange	1	1
node10	node11	OG0000441	nochange	1	1
node10	node11	OG0000442	nochange	1	1
node10	node11	OG0000443	nochange	1	1
node10	node11	OG0000444	nochange	1	1
node10	node11	OG0000445	nochange	1	1
node10	node11	OG0000446	nochange	1	1
node10	node11	OG0000447	nochange	1	1
node10	node11	OG0000448	nochange	1	1
node10	node11	OG0000449	nochange	1	1
node10	node11	OG0000450	nochange	1	1
node10	node11	OG0000451	nochange	1	1
node10	node11	OG0000452	nochange	1	1
node10	node11	OG0000453	nochange	1	1
node10	node11	OG0000454	nochange	1	1
node10	node11	OG0000455	nochange	1	1
node10	node11	OG0000456	nochange	1	1
node10	node11	OG0000457	nochange	1	1
node10	node11	OG0000458	nochange	1	1
node10	node11	OG0000459	nochange	1	1
node10	node11	OG0000460	nochange	1	1
node10	node11	OG0000461	nochange	1	1
node10	node11	OG0000463	nochange	1	1
node10	node11	OG0000464	nochange	2	2
node10	node11	OG0000465	nochange	1	1
node10	node11	OG0000466	nochange	1	1
node10	node11	OG0000467	nochange	1	1
node10	node11	OG0000468	nochange	1	1
node10	node11	OG0000469	nochange	1	1
node10	node11	OG0000471	nochange	1	1
node10	node11	OG0000472	nochange	1	1
node10	node11	OG0000473	nochange	1	1
node10	node11	OG0000474	nochange	1	1
node10	node11	OG0000475	nochange	1	1
node10	node11	OG0000476	nochange	1	1
node10	node11	OG0000477	nochange	1	1
node10	node11	OG0000478	nochange	1	1
node10	node11	OG0000479	nochange	1	1
node10	node11	OG0000480	nochange	1	1
node10	node11	OG0000482	nochange	1	1
node10	node11	OG0000483	nochange	1	1
node10	node11	OG0000485	nochange	1	1
node10	node11	OG0000486	nochange	1	1
node10	node11	OG0000487	nochange	1	1
node10	node11	OG0000488	nochange	1	1
node10	node11	OG0000489	plus	3	1
node10	node11	OG0000490	nochange	1	1
node10	node11	OG0000491	nochange	1	1
node10	node11	OG0000492	nochange	1	1
node10	node11	OG0000493	nochange	1	1
node10	node11	OG0000494	del	0	1
node10	node11	OG0000495	nochange	1	1
node10	node11	OG0000497	nochange	1	1
node10	node11	OG0000498	nochange	1	1
node10	node11	OG0000499	nochange	1	1
node10	node11	OG0000500	nochange	1	1
node10	node11	OG0000501	nochange	1	1
node10	node11	OG0000502	nochange	1	1
node10	node11	OG0000503	nochange	1	1
node10	node11	OG0000504	nochange	1	1
node10	node11	OG0000506	nochange	1	1
node10	node11	OG0000507	nochange	1	1
node10	node11	OG0000508	nochange	1	1
node10	node11	OG0000509	nochange	1	1
node10	node11	OG0000510	nochange	1	1
node10	node11	OG0000512	nochange	1	1
node10	node11	OG0000516	nochange	1	1
node10	node11	OG0000518	nochange	1	1
node10	node11	OG0000520	nochange	1	1
node10	node11	OG0000521	nochange	1	1
node10	node11	OG0000522	nochange	1	1
node10	node11	OG0000523	nochange	1	1
node10	node11	OG0000524	nochange	1	1
node10	node11	OG0000525	nochange	1	1
node10	node11	OG0000526	nochange	1	1
node10	node11	OG0000527	nochange	1	1
node10	node11	OG0000528	nochange	1	1
node10	node11	OG0000529	nochange	1	1
node10	node11	OG0000530	nochange	1	1
node10	node11	OG0000531	nochange	1	1
node10	node11	OG0000532	nochange	1	1
node10	node11	OG0000534	nochange	1	1
node10	node11	OG0000535	nochange	1	1
node10	node11	OG0000536	nochange	1	1
node10	node11	OG0000537	nochange	1	1
node10	node11	OG0000538	nochange	1	1
node10	node11	OG0000539	nochange	1	1
node10	node11	OG0000540	nochange	1	1
node10	node11	OG0000541	nochange	1	1
node10	node11	OG0000542	nochange	1	1
node10	node11	OG0000543	nochange	1	1
node10	node11	OG0000544	nochange	1	1
node10	node11	OG0000545	del	0	1
node10	node11	OG0000546	nochange	1	1
node10	node11	OG0000547	nochange	1	1
node10	node11	OG0000548	nochange	1	1
node10	node11	OG0000549	nochange	1	1
node10	node11	OG0000550	nochange	1	1
node10	node11	OG0000551	nochange	1	1
node10	node11	OG0000552	nochange	1	1
node10	node11	OG0000553	nochange	1	1
node10	node11	OG0000554	plus	2	1
node10	node11	OG0000556	nochange	1	1
node10	node11	OG0000557	nochange	1	1
node10	node11	OG0000558	nochange	1	1
node10	node11	OG0000559	nochange	1	1
node10	node11	OG0000560	nochange	1	1
node10	node11	OG0000561	nochange	1	1
node10	node11	OG0000562	nochange	1	1
node10	node11	OG0000563	nochange	1	1
node10	node11	OG0000564	nochange	1	1
node10	node11	OG0000565	nochange	1	1
node10	node11	OG0000566	nochange	1	1
node10	node11	OG0000567	nochange	1	1
node10	node11	OG0000568	nochange	1	1
node10	node11	OG0000569	nochange	1	1
node10	node11	OG0000570	nochange	1	1
node10	node11	OG0000571	nochange	1	1
node10	node11	OG0000572	nochange	1	1
node10	node11	OG0000573	nochange	1	1
node10	node11	OG0000574	nochange	1	1
node10	node11	OG0000575	nochange	1	1
node10	node11	OG0000576	nochange	1	1
node10	node11	OG0000577	nochange	1	1
node10	node11	OG0000578	nochange	1	1
node10	node11	OG0000579	nochange	1	1
node10	node11	OG0000580	nochange	1	1
node10	node11	OG0000581	nochange	1	1
node10	node11	OG0000582	nochange	1	1
node10	node11	OG0000583	nochange	1	1
node10	node11	OG0000584	nochange	1	1
node10	node11	OG0000585	del	0	1
node10	node11	OG0000586	nochange	1	1
node10	node11	OG0000587	nochange	1	1
node10	node11	OG0000588	nochange	1	1
node10	node11	OG0000589	nochange	1	1
node10	node11	OG0000590	nochange	1	1
node10	node11	OG0000591	nochange	1	1
node10	node11	OG0000592	nochange	1	1
node10	node11	OG0000593	nochange	1	1
node10	node11	OG0000594	nochange	1	1
node10	node11	OG0000595	nochange	1	1
node10	node11	OG0000596	nochange	1	1
node10	node11	OG0000597	nochange	1	1
node10	node11	OG0000598	nochange	1	1
node10	node11	OG0000600	nochange	1	1
node10	node11	OG0000601	nochange	1	1
node10	node11	OG0000602	plus	2	1
node10	node11	OG0000603	nochange	1	1
node10	node11	OG0000604	nochange	1	1
node10	node11	OG0000605	nochange	1	1
node10	node11	OG0000606	nochange	1	1
node10	node11	OG0000607	nochange	1	1
node10	node11	OG0000608	nochange	1	1
node10	node11	OG0000609	nochange	1	1
node10	node11	OG0000610	nochange	1	1
node10	node11	OG0000611	nochange	1	1
node10	node11	OG0000612	nochange	1	1
node10	node11	OG0000613	nochange	1	1
node10	node11	OG0000614	nochange	1	1
node10	node11	OG0000615	nochange	1	1
node10	node11	OG0000616	nochange	1	1
node10	node11	OG0000617	nochange	1	1
node10	node11	OG0000618	nochange	1	1
node10	node11	OG0000619	nochange	1	1
node10	node11	OG0000620	nochange	1	1
node10	node11	OG0000622	nochange	1	1
node10	node11	OG0000623	nochange	1	1
node10	node11	OG0000624	nochange	1	1
node10	node11	OG0000625	nochange	1	1
node10	node11	OG0000626	nochange	1	1
node10	node11	OG0000627	plus	2	1
node10	node11	OG0000628	nochange	1	1
node10	node11	OG0000629	nochange	1	1
node10	node11	OG0000630	nochange	1	1
node10	node11	OG0000631	nochange	1	1
node10	node11	OG0000632	nochange	1	1
node10	node11	OG0000633	nochange	1	1
node10	node11	OG0000634	nochange	1	1
node10	node11	OG0000635	nochange	1	1
node10	node11	OG0000636	nochange	1	1
node10	node11	OG0000637	nochange	1	1
node10	node11	OG0000638	nochange	1	1
node10	node11	OG0000639	nochange	1	1
node10	node11	OG0000640	nochange	1	1
node10	node11	OG0000641	nochange	1	1
node10	node11	OG0000642	nochange	1	1
node10	node11	OG0000643	nochange	1	1
node10	node11	OG0000644	nochange	1	1
node10	node11	OG0000645	nochange	1	1
node10	node11	OG0000646	nochange	1	1
node10	node11	OG0000647	nochange	1	1
node10	node11	OG0000648	nochange	1	1
node10	node11	OG0000649	nochange	1	1
node10	node11	OG0000650	nochange	1	1
node10	node11	OG0000651	nochange	1	1
node10	node11	OG0000652	nochange	1	1
node10	node11	OG0000653	nochange	1	1
node10	node11	OG0000654	nochange	1	1
node10	node11	OG0000655	nochange	1	1
node10	node11	OG0000656	nochange	2	2
node10	node11	OG0000657	nochange	1	1
node10	node11	OG0000658	nochange	1	1
node10	node11	OG0000659	nochange	1	1
node10	node11	OG0000660	nochange	1	1
node10	node11	OG0000661	nochange	1	1
node10	node11	OG0000662	nochange	1	1
node10	node11	OG0000663	nochange	1	1
node10	node11	OG0000664	nochange	2	2
node10	node11	OG0000666	nochange	1	1
node10	node11	OG0000667	nochange	1	1
node10	node11	OG0000668	nochange	1	1
node10	node11	OG0000669	nochange	1	1
node10	node11	OG0000670	nochange	1	1
node10	node11	OG0000671	nochange	1	1
node10	node11	OG0000672	nochange	1	1
node10	node11	OG0000673	nochange	1	1
node10	node11	OG0000674	nochange	1	1
node10	node11	OG0000675	nochange	1	1
node10	node11	OG0000676	nochange	1	1
node10	node11	OG0000677	nochange	1	1
node10	node11	OG0000678	nochange	1	1
node10	node11	OG0000679	nochange	1	1
node10	node11	OG0000680	nochange	1	1
node10	node11	OG0000681	nochange	1	1
node10	node11	OG0000682	nochange	1	1
node10	node11	OG0000683	nochange	1	1
node10	node11	OG0000684	nochange	1	1
node10	node11	OG0000685	nochange	1	1
node10	node11	OG0000686	nochange	1	1
node10	node11	OG0000687	nochange	1	1
node10	node11	OG0000688	nochange	1	1
node10	node11	OG0000689	nochange	1	1
node10	node11	OG0000690	nochange	1	1
node10	node11	OG0000691	nochange	1	1
node10	node11	OG0000692	nochange	1	1
node10	node11	OG0000693	nochange	1	1
node10	node11	OG0000694	nochange	1	1
node10	node11	OG0000695	nochange	1	1
node10	node11	OG0000696	nochange	1	1
node10	node11	OG0000697	nochange	1	1
node10	node11	OG0000698	nochange	1	1
node10	node11	OG0000699	nochange	1	1
node10	node11	OG0000700	nochange	1	1
node10	node11	OG0000701	nochange	1	1
node10	node11	OG0000702	nochange	1	1
node10	node11	OG0000703	nochange	1	1
node10	node11	OG0000704	nochange	1	1
node10	node11	OG0000705	nochange	1	1
node10	node11	OG0000706	nochange	1	1
node10	node11	OG0000707	nochange	1	1
node10	node11	OG0000708	nochange	1	1
node10	node11	OG0000709	nochange	1	1
node10	node11	OG0000710	nochange	1	1
node10	node11	OG0000711	nochange	1	1
node10	node11	OG0000712	nochange	1	1
node10	node11	OG0000713	nochange	1	1
node10	node11	OG0000714	nochange	1	1
node10	node11	OG0000715	nochange	1	1
node10	node11	OG0000716	nochange	1	1
node10	node11	OG0000717	nochange	1	1
node10	node11	OG0000718	nochange	1	1
node10	node11	OG0000719	nochange	1	1
node10	node11	OG0000720	nochange	1	1
node10	node11	OG0000721	nochange	1	1
node10	node11	OG0000722	nochange	1	1
node10	node11	OG0000723	nochange	1	1
node10	node11	OG0000724	nochange	1	1
node10	node11	OG0000725	nochange	1	1
node10	node11	OG0000726	nochange	1	1
node10	node11	OG0000727	nochange	1	1
node10	node11	OG0000728	nochange	1	1
node10	node11	OG0000729	nochange	1	1
node10	node11	OG0000730	nochange	1	1
node10	node11	OG0000731	nochange	1	1
node10	node11	OG0000732	nochange	1	1
node10	node11	OG0000733	nochange	1	1
node10	node11	OG0000734	nochange	1	1
node10	node11	OG0000735	nochange	1	1
node10	node11	OG0000736	nochange	1	1
node10	node11	OG0000737	nochange	1	1
node10	node11	OG0000738	nochange	1	1
node10	node11	OG0000739	nochange	1	1
node10	node11	OG0000740	nochange	1	1
node10	node11	OG0000741	nochange	1	1
node10	node11	OG0000742	nochange	1	1
node10	node11	OG0000743	nochange	1	1
node10	node11	OG0000744	nochange	1	1
node10	node11	OG0000745	nochange	1	1
node10	node11	OG0000746	nochange	1	1
node10	node11	OG0000747	nochange	1	1
node10	node11	OG0000748	nochange	1	1
node10	node11	OG0000749	nochange	1	1
node10	node11	OG0000750	nochange	1	1
node10	node11	OG0000751	nochange	1	1
node10	node11	OG0000752	nochange	1	1
node10	node11	OG0000753	nochange	1	1
node10	node11	OG0000754	nochange	1	1
node10	node11	OG0000755	nochange	1	1
node10	node11	OG0000756	nochange	1	1
node10	node11	OG0000757	nochange	1	1
node10	node11	OG0000758	nochange	1	1
node10	node11	OG0000759	nochange	1	1
node10	node11	OG0000760	nochange	1	1
node10	node11	OG0000761	nochange	1	1
node10	node11	OG0000762	nochange	1	1
node10	node11	OG0000763	nochange	1	1
node10	node11	OG0000764	nochange	1	1
node10	node11	OG0000765	nochange	1	1
node10	node11	OG0000766	nochange	1	1
node10	node11	OG0000767	nochange	1	1
node10	node11	OG0000768	nochange	1	1
node10	node11	OG0000769	nochange	1	1
node10	node11	OG0000770	nochange	1	1
node10	node11	OG0000771	nochange	1	1
node10	node11	OG0000772	nochange	1	1
node10	node11	OG0000773	nochange	1	1
node10	node11	OG0000774	nochange	1	1
node10	node11	OG0000775	nochange	1	1
node10	node11	OG0000776	nochange	1	1
node10	node11	OG0000777	nochange	1	1
node10	node11	OG0000778	nochange	1	1
node10	node11	OG0000779	nochange	1	1
node10	node11	OG0000780	nochange	1	1
node10	node11	OG0000781	nochange	1	1
node10	node11	OG0000782	nochange	1	1
node10	node11	OG0000783	nochange	1	1
node10	node11	OG0000784	nochange	1	1
node10	node11	OG0000785	nochange	1	1
node10	node11	OG0000786	nochange	1	1
node10	node11	OG0000788	nochange	1	1
node10	node11	OG0000792	nochange	1	1
node10	node11	OG0000793	nochange	1	1
node10	node11	OG0000794	nochange	1	1
node10	node11	OG0000795	nochange	1	1
node10	node11	OG0000796	nochange	1	1
node10	node11	OG0000797	nochange	1	1
node10	node11	OG0000798	nochange	1	1
node10	node11	OG0000799	nochange	1	1
node10	node11	OG0000800	nochange	1	1
node10	node11	OG0000801	nochange	1	1
node10	node11	OG0000802	nochange	1	1
node10	node11	OG0000803	nochange	1	1
node10	node11	OG0000804	nochange	1	1
node10	node11	OG0000805	nochange	1	1
node10	node11	OG0000806	nochange	1	1
node10	node11	OG0000807	nochange	1	1
node10	node11	OG0000808	nochange	1	1
node10	node11	OG0000809	nochange	1	1
node10	node11	OG0000810	nochange	1	1
node10	node11	OG0000811	nochange	1	1
node10	node11	OG0000812	nochange	1	1
node10	node11	OG0000813	nochange	1	1
node10	node11	OG0000814	nochange	1	1
node10	node11	OG0000815	nochange	1	1
node10	node11	OG0000816	nochange	1	1
node10	node11	OG0000817	nochange	1	1
node10	node11	OG0000818	nochange	1	1
node10	node11	OG0000819	nochange	1	1
node10	node11	OG0000820	nochange	1	1
node10	node11	OG0000821	nochange	1	1
node10	node11	OG0000822	nochange	1	1
node10	node11	OG0000823	nochange	1	1
node10	node11	OG0000824	nochange	1	1
node10	node11	OG0000827	nochange	1	1
node10	node11	OG0000828	nochange	1	1
node10	node11	OG0000829	nochange	1	1
node10	node11	OG0000830	nochange	1	1
node10	node11	OG0000831	nochange	1	1
node10	node11	OG0000832	nochange	1	1
node10	node11	OG0000833	nochange	1	1
node10	node11	OG0000834	nochange	1	1
node10	node11	OG0000835	nochange	1	1
node10	node11	OG0000836	nochange	1	1
node10	node11	OG0000837	nochange	1	1
node10	node11	OG0000838	nochange	1	1
node10	node11	OG0000839	nochange	1	1
node10	node11	OG0000840	nochange	1	1
node10	node11	OG0000841	nochange	1	1
node10	node11	OG0000842	nochange	1	1
node10	node11	OG0000843	nochange	1	1
node10	node11	OG0000844	nochange	1	1
node10	node11	OG0000845	nochange	1	1
node10	node11	OG0000846	nochange	1	1
node10	node11	OG0000847	nochange	1	1
node10	node11	OG0000848	nochange	1	1
node10	node11	OG0000849	nochange	1	1
node10	node11	OG0000850	nochange	1	1
node10	node11	OG0000851	nochange	1	1
node10	node11	OG0000852	nochange	1	1
node10	node11	OG0000853	nochange	1	1
node10	node11	OG0000854	nochange	1	1
node10	node11	OG0000855	nochange	1	1
node10	node11	OG0000856	nochange	1	1
node10	node11	OG0000857	nochange	1	1
node10	node11	OG0000858	nochange	1	1
node10	node11	OG0000859	nochange	1	1
node10	node11	OG0000860	nochange	1	1
node10	node11	OG0000861	nochange	1	1
node10	node11	OG0000862	nochange	1	1
node10	node11	OG0000863	nochange	1	1
node10	node11	OG0000864	nochange	1	1
node10	node11	OG0000865	nochange	1	1
node10	node11	OG0000866	nochange	1	1
node10	node11	OG0000867	nochange	1	1
node10	node11	OG0000868	nochange	1	1
node10	node11	OG0000869	nochange	1	1
node10	node11	OG0000870	nochange	1	1
node10	node11	OG0000871	nochange	1	1
node10	node11	OG0000872	nochange	1	1
node10	node11	OG0000873	nochange	1	1
node10	node11	OG0000874	nochange	1	1
node10	node11	OG0000875	nochange	1	1
node10	node11	OG0000876	nochange	1	1
node10	node11	OG0000877	nochange	1	1
node10	node11	OG0000878	nochange	1	1
node10	node11	OG0000880	nochange	1	1
node10	node11	OG0000881	nochange	1	1
node10	node11	OG0000882	nochange	1	1
node10	node11	OG0000883	nochange	1	1
node10	node11	OG0000884	nochange	1	1
node10	node11	OG0000885	nochange	1	1
node10	node11	OG0000886	nochange	1	1
node10	node11	OG0000887	nochange	1	1
node10	node11	OG0000888	nochange	1	1
node10	node11	OG0000889	nochange	1	1
node10	node11	OG0000890	nochange	1	1
node10	node11	OG0000891	nochange	1	1
node10	node11	OG0000892	nochange	1	1
node10	node11	OG0000893	nochange	1	1
node10	node11	OG0000894	nochange	1	1
node10	node11	OG0000895	nochange	1	1
node10	node11	OG0000896	nochange	1	1
node10	node11	OG0000897	nochange	1	1
node10	node11	OG0000898	nochange	1	1
node10	node11	OG0000899	nochange	1	1
node10	node11	OG0000900	nochange	1	1
node10	node11	OG0000901	nochange	1	1
node10	node11	OG0000902	nochange	1	1
node10	node11	OG0000903	nochange	1	1
node10	node11	OG0000904	nochange	1	1
node10	node11	OG0000905	nochange	1	1
node10	node11	OG0000906	nochange	1	1
node10	node11	OG0000907	nochange	1	1
node10	node11	OG0000908	nochange	1	1
node10	node11	OG0000909	nochange	1	1
node10	node11	OG0000910	nochange	1	1
node10	node11	OG0000911	nochange	1	1
node10	node11	OG0000912	nochange	1	1
node10	node11	OG0000913	nochange	1	1
node10	node11	OG0000914	nochange	1	1
node10	node11	OG0000915	nochange	1	1
node10	node11	OG0000916	nochange	1	1
node10	node11	OG0000917	nochange	1	1
node10	node11	OG0000918	nochange	1	1
node10	node11	OG0000919	nochange	1	1
node10	node11	OG0000920	nochange	1	1
node10	node11	OG0000921	nochange	1	1
node10	node11	OG0000922	nochange	1	1
node10	node11	OG0000923	nochange	1	1
node10	node11	OG0000924	nochange	1	1
node10	node11	OG0000925	nochange	1	1
node10	node11	OG0000926	nochange	1	1
node10	node11	OG0000927	nochange	1	1
node10	node11	OG0000928	nochange	1	1
node10	node11	OG0000929	nochange	1	1
node10	node11	OG0000930	nochange	1	1
node10	node11	OG0000931	nochange	1	1
node10	node11	OG0000932	nochange	1	1
node10	node11	OG0000933	nochange	1	1
node10	node11	OG0000934	nochange	1	1
node10	node11	OG0000935	nochange	1	1
node10	node11	OG0000936	nochange	1	1
node10	node11	OG0000937	nochange	1	1
node10	node11	OG0000938	nochange	1	1
node10	node11	OG0000939	nochange	1	1
node10	node11	OG0000940	nochange	1	1
node10	node11	OG0000941	nochange	1	1
node10	node11	OG0000942	nochange	1	1
node10	node11	OG0000943	nochange	1	1
node10	node11	OG0000944	nochange	1	1
node10	node11	OG0000945	nochange	1	1
node10	node11	OG0000946	nochange	1	1
node10	node11	OG0000947	nochange	1	1
node10	node11	OG0000948	nochange	1	1
node10	node11	OG0000949	nochange	1	1
node10	node11	OG0000950	nochange	1	1
node10	node11	OG0000951	nochange	1	1
node10	node11	OG0000952	nochange	1	1
node10	node11	OG0000953	nochange	1	1
node10	node11	OG0000954	nochange	1	1
node10	node11	OG0000955	nochange	1	1
node10	node11	OG0000956	nochange	1	1
node10	node11	OG0000957	nochange	1	1
node10	node11	OG0000958	nochange	1	1
node10	node11	OG0000959	nochange	1	1
node10	node11	OG0000960	nochange	1	1
node10	node11	OG0000961	nochange	1	1
node10	node11	OG0000962	nochange	1	1
node10	node11	OG0000963	nochange	1	1
node10	node11	OG0000964	nochange	1	1
node10	node11	OG0000965	nochange	1	1
node10	node11	OG0000966	nochange	1	1
node10	node11	OG0000967	nochange	1	1
node10	node11	OG0000968	nochange	1	1
node10	node11	OG0000969	nochange	1	1
node10	node11	OG0000970	nochange	1	1
node10	node11	OG0000971	nochange	1	1
node10	node11	OG0000972	nochange	1	1
node10	node11	OG0000973	nochange	1	1
node10	node11	OG0000974	nochange	1	1
node10	node11	OG0000975	nochange	1	1
node10	node11	OG0000976	nochange	1	1
node10	node11	OG0000977	nochange	1	1
node10	node11	OG0000978	nochange	1	1
node10	node11	OG0000979	nochange	1	1
node10	node11	OG0000980	nochange	1	1
node10	node11	OG0000981	nochange	1	1
node10	node11	OG0000982	nochange	1	1
node10	node11	OG0000983	nochange	1	1
node10	node11	OG0000984	nochange	1	1
node10	node11	OG0000985	nochange	1	1
node10	node11	OG0000986	nochange	1	1
node10	node11	OG0000987	nochange	1	1
node10	node11	OG0000988	nochange	1	1
node10	node11	OG0000989	nochange	1	1
node10	node11	OG0000990	nochange	1	1
node10	node11	OG0000991	nochange	1	1
node10	node11	OG0000992	nochange	1	1
node10	node11	OG0000993	nochange	1	1
node10	node11	OG0000994	nochange	1	1
node10	node11	OG0000995	nochange	1	1
node10	node11	OG0000996	nochange	1	1
node10	node11	OG0000997	nochange	1	1
node10	node11	OG0000998	nochange	1	1
node10	node11	OG0000999	nochange	1	1
node10	node11	OG0001000	nochange	1	1
node10	node11	OG0001001	nochange	1	1
node10	node11	OG0001002	nochange	1	1
node10	node11	OG0001003	nochange	1	1
node10	node11	OG0001004	nochange	1	1
node10	node11	OG0001005	nochange	1	1
node10	node11	OG0001006	nochange	1	1
node10	node11	OG0001007	nochange	1	1
node10	node11	OG0001008	nochange	1	1
node10	node11	OG0001009	nochange	1	1
node10	node11	OG0001010	nochange	1	1
node10	node11	OG0001011	nochange	1	1
node10	node11	OG0001012	nochange	1	1
node10	node11	OG0001013	nochange	1	1
node10	node11	OG0001014	nochange	1	1
node10	node11	OG0001015	nochange	1	1
node10	node11	OG0001016	nochange	1	1
node10	node11	OG0001017	nochange	1	1
node10	node11	OG0001018	nochange	1	1
node10	node11	OG0001019	nochange	1	1
node10	node11	OG0001020	nochange	1	1
node10	node11	OG0001021	nochange	1	1
node10	node11	OG0001022	nochange	1	1
node10	node11	OG0001023	nochange	1	1
node10	node11	OG0001024	nochange	1	1
node10	node11	OG0001025	nochange	1	1
node10	node11	OG0001026	nochange	1	1
node10	node11	OG0001027	nochange	1	1
