rank	type	sample	location	CHUG	LSUCC1028	LSUCC0246	LSUCC0387	HKCCA1288	FZCC0188	HKCCD6035	HKCCA1065	FZCC0069	RCA23	LE17	HTCC2083	HTCC2150	HTCC2255	SB2	HIMB11	SUM
-652	geotraces	SRR5788093	SPO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-653	geotraces	SRR5788261	SPO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.011	0	0.015
-654	geotraces	SRR5788167	SPO	0.002	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.002	0	0.005
-655	geotraces	SRR5788415	SPO	0.002	0	0	0.001	0	0	0	0	0	0.003	0	0	0.001	0.001	0.01	0	0.015
-656	geotraces	SRR5788170	SPO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-657	geotraces	SRR5788296	SPO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.01
-658	geotraces	SRR5788246	SPO	0.002	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.01	0	0.013
-659	geotraces	SRR5788049	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0.001	0.001	0.012	0	0.017
-660	geotraces	SRR5788160	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.01	0	0.014
-661	geotraces	SRR5788052	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.011	0	0.016
-662	geotraces	SRR5788264	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.003	0	0.006
-663	geotraces	SRR5788332	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.005
-664	geotraces	SRR5788127	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.008	0	0.011
-665	geotraces	SRR5788395	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-666	geotraces	SRR5788159	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.012	0	0.017
-667	geotraces	SRR5788001	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-668	geotraces	SRR5788394	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.009
-669	geotraces	SRR5788245	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.01	0	0.014
-670	geotraces	SRR5788133	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.008	0	0.011
-671	geotraces	SRR5788132	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.005	0	0.007
-672	geotraces	SRR5788242	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002
-673	geotraces	SRR5788385	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.009	0	0.012
-674	geotraces	SRR5788191	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.01
-675	geotraces	SRR5788327	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-676	geotraces	SRR5788301	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.004	0	0.008
-677	geotraces	SRR5788123	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.003	0	0.006
-678	geotraces	SRR5788356	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.012
-679	geotraces	SRR5788155	SPO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0.001	0.001	0.009	0	0.015
-680	geotraces	SRR5788241	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.011	0	0.014
-681	geotraces	SRR5787991	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.011
-682	geotraces	SRR5788128	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.003	0	0.006
-683	geotraces	SRR5788294	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.004	0	0.008
-684	geotraces	SRR5788292	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-685	geotraces	SRR5788240	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.007	0	0.01
-686	geotraces	SRR5788334	SPO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.01	0	0.014
-687	geotraces	SRR5788357	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-688	geotraces	SRR5788360	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-689	geotraces	SRR5788096	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.01
-690	geotraces	SRR5788134	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.003	0	0.006
-691	geotraces	SRR5788177	SPO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.009	0	0.014
-692	geotraces	SRR5788097	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.01
-693	geotraces	SRR5788255	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.01	0	0.015
-694	geotraces	SRR5788094	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-695	geotraces	SRR5788276	SPO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0.001	0.001	0.018	0.001	0.024
-696	geotraces	SRR5788156	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-697	geotraces	SRR5787997	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-698	geotraces	SRR5788262	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.009	0	0.012
-699	geotraces	SRR5788176	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-700	geotraces	SRR5788273	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.005	0	0.008
-701	geotraces	SRR5788331	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.011	0	0.016
-702	geotraces	SRR5788149	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.009	0	0.013
-703	geotraces	SRR5788129	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.005	0	0.008
-704	geotraces	SRR5788359	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0	0.001	0.004
-705	geotraces	SRR5788179	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-706	geotraces	SRR5788401	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-707	geotraces	SRR5788363	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-708	geotraces	SRR5788275	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.013	0	0.017
-709	geotraces	SRR5788257	SPO	0.001	0	0	0	0	0	0	0	0	0.003	0	0.001	0	0.001	0.01	0	0.016
-710	geotraces	SRR5788333	SPO	0.001	0	0	0.001	0	0	0	0	0	0.003	0	0	0	0.001	0.01	0	0.015
-711	geotraces	SRR5788126	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.008	0	0.011
-712	geotraces	SRR5787998	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-713	geotraces	SRR5788038	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.006
-714	geotraces	SRR5788398	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0	0.001	0	0.004
-715	geotraces	SRR5788125	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.005	0	0.008
-716	geotraces	SRR5788330	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.011	0	0.016
-717	geotraces	SRR5788270	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.003	0	0.007
-718	geotraces	SRR5788293	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.004	0	0.008
-719	geotraces	SRR5788422	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.002
-720	geotraces	SRR5788393	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0.004	0	0.006
-721	geotraces	SRR5788274	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.004	0	0.007
-722	geotraces	SRR5788268	SPO	0.001	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0.001	0.005	0	0.009
-723	geotraces	SRR5788406	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.004	0	0.008
-724	geotraces	SRR5788326	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.008	0	0.012
-725	geotraces	SRR5788295	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0.002	0	0.005
-726	geotraces	SRR5788417	SPO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0.001	0.001	0.006	0	0.011
-727	geotraces	SRR5788386	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.008	0	0.011
-728	geotraces	SRR5788324	SPO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.008	0	0.013
-729	geotraces	SRR5788098	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.011
-730	geotraces	SRR5788416	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-731	geotraces	SRR5788277	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.012	0	0.016
-732	geotraces	SRR5788004	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-733	geotraces	SRR5788280	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.009
-734	geotraces	SRR5788418	SPO	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0.002	0	0.004
-735	geotraces	SRR5788152	SPO	0.001	0	0	0	0	0	0	0	0	0.003	0	0	0	0.001	0.009	0	0.014
-736	geotraces	SRR5788271	SPO	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0.002	0	0.005
-737	geotraces	SRR5788404	SPO	0.001	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.002
-738	geotraces	SRR5788091	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-739	geotraces	SRR5788405	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.005	0	0.009
-740	geotraces	SRR5788037	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.006
-741	geotraces	SRR5788101	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.009	0	0.013
-742	geotraces	SRR5788164	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.005	0	0.01
-743	geotraces	SRR5788279	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.007	0	0.011
-744	geotraces	SRR5788419	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.005	0	0.008
-745	geotraces	SRR5788388	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-746	geotraces	SRR5788040	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-747	geotraces	SRR5788120	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.01	0	0.014
-748	geotraces	SRR5788358	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.009
-749	geotraces	SRR5787995	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-750	geotraces	SRR5788269	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.006	0	0.011
-751	geotraces	SRR5788157	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-752	geotraces	SRR5788402	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.005
-753	geotraces	SRR5788166	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.004	0	0.008
-754	geotraces	SRR5788457	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.005	0	0.009
-755	geotraces	SRR5788400	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-756	geotraces	SRR5788389	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.005
-757	geotraces	SRR5788042	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.006
-758	geotraces	SRR5788278	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.011	0	0.016
-759	geotraces	SRR5788044	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.006
-760	geotraces	SRR5788267	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.004
-761	geotraces	SRR5788045	SPO	0.001	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.006
-762	geotraces	SRR5788039	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-763	geotraces	SRR5787996	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.006
-764	geotraces	SRR5788043	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.002	0	0.006
-765	geotraces	SRR5788102	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.009	0	0.013
-766	geotraces	SRR5788399	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-767	geotraces	SRR5788041	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.005
-768	geotraces	SRR5788266	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0.001	0.005
-769	geotraces	SRR5788154	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-770	geotraces	SRR5788361	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0.001	0.004
-771	geotraces	SRR5788362	SPO	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-772	geotraces	SRR5788003	SPO	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0.001	0	0.004
-773	geotraces	SRR5788364	SPO	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.001	0	0	0.003
-775	kwang	ERR2092761	Site1_201502	0.015	0.001	0	0.007	0.002	0	0.001	0.004	0	0.946	0.295	0.031	0.011	0.017	0.033	0.002	1.335
-776	kwang	ERR2092762	Site2_201502	0.009	0.001	0	0.001	0.003	0	0.001	0.003	0	2.564	0.813	0.053	0.02	0.489	0.275	0.003	4.217
-777	kwang	ERR2092763	Site3_201502	0.007	0.001	0	0.001	0.003	0	0	0.001	0	2.255	0.7	0.061	0.024	0.913	0.535	0.003	4.491
-778	kwang	ERR2092764	Site4_201502	0.003	0	0	0.001	0.001	0	0	0	0	1.998	0.62	0.028	0.012	1.932	0.629	0.002	5.222
-779	kwang	ERR2092765	Site5_201502	0.004	0	0	0.001	0.002	0	0	0	0	1.54	0.454	0.036	0.015	0.38	0.524	0.002	2.951
-780	kwang	ERR2092766	Site1_201505	0.006	0	0	0.002	0.001	0	0	0.001	0	0.12	0.038	0.003	0.002	0.003	0.011	0.001	0.177
-781	kwang	ERR2092767	Site2_201505	0.019	0.001	0	0.007	0.004	0.001	0.001	0.005	0	10.077	3.25	0.27	0.019	0.06	5.44	0.007	19.124
-782	kwang	ERR2092768	Site3_201505	0.021	0.001	0.001	0.011	0.004	0.001	0.001	0.004	0	4.35	1.356	0.28	0.018	0.796	4.383	0.005	11.189
-783	kwang	ERR2092769	Site4_201505	0.081	0	0.001	0.074	0.002	0	0	0.002	0	6.169	1.857	0.17	0.011	1.745	3.609	0.005	13.567
-784	kwang	ERR2092770	Site5_201505	0.034	0.001	0	0.026	0.003	0	0	0.003	0	7.384	2.247	0.061	0.01	1.781	11.875	0.008	23.367
-785	kwang	ERR2092771	Site1_201508	1.642	0.177	0.013	0.091	0.414	0.042	0.791	0.08	0.035	0.009	0.003	0.001	0	0	0.017	0.917	0.982
-786	kwang	ERR2092772	Site2_201508	1.817	0.19	0.015	0.095	0.433	0.046	0.911	0.087	0.039	0.02	0.007	0.001	0.001	0.02	0.045	1.538	1.669
-787	kwang	ERR2092773	Site3_201508	2.383	0.207	0.025	0.578	0.454	0.05	0.935	0.092	0.042	0.04	0.013	0.001	0.001	0.011	0.16	1.708	1.976
-788	kwang	ERR2092774	Site4_201508	1.203	0.127	0.011	0.067	0.299	0.03	0.585	0.058	0.026	0.279	0.086	0.004	0.004	0.073	1.433	1.159	3.064
-789	kwang	ERR2092775	Site5_201508	1.074	0.118	0.01	0.058	0.264	0.029	0.513	0.058	0.024	0.493	0.162	0.015	0.016	0.051	1.309	0.468	2.539
-790	red sea	SRR5864989	control mesocosm	0.952	0.115	0.014	0.079	0.364	0.021	0.273	0.068	0.019	0.006	0.006	0.001	0.001	0.001	0.006	6.982	7.022
-791	red sea	SRR5864978	control mesocosm	0.595	0.073	0.008	0.046	0.237	0.014	0.163	0.042	0.012	0.004	0.002	0	0.001	0	0.003	2.895	2.917
-792	red sea	SRR5865006	control mesocosm	0.543	0.057	0.007	0.044	0.268	0.012	0.113	0.033	0.009	0.003	0.001	0.001	0	0.001	0.002	1.906	1.923
-793	red sea	SRR5864984	control mesocosm	0.416	0.048	0.007	0.035	0.169	0.01	0.109	0.03	0.008	0.004	0.004	0.001	0.001	0	0.003	3.954	3.976
-794	red sea	SRR5865033	control mesocosm	0.244	0.03	0.003	0.022	0.094	0.006	0.067	0.018	0.005	0.004	0.003	0.001	0.001	0.001	0.003	3.491	3.507
-795	red sea	SRR5865029	control mesocosm	0.218	0.025	0.003	0.017	0.091	0.005	0.057	0.016	0.004	0.005	0.004	0.001	0.001	0.001	0.005	4.972	4.993
-796	red sea	SRR5864997	control mesocosm	0.14	0.016	0.002	0.013	0.056	0.003	0.037	0.011	0.003	0.005	0.004	0.001	0.001	0.001	0.004	5.127	5.145
-797	red sea	SRR5865005	control mesocosm	0.128	0.015	0.002	0.011	0.052	0.002	0.032	0.011	0.002	0.006	0.01	0.001	0.001	0.001	0.009	12.032	12.062
-798	red sea	SRR5864998	control mesocosm	0.118	0.014	0.002	0.01	0.046	0.003	0.033	0.01	0.002	0.003	0.004	0.001	0.001	0.001	0.004	5.173	5.189
-799	red sea	SRR5864994	control mesocosm	0.092	0.01	0.001	0.009	0.039	0.002	0.022	0.007	0.002	0.005	0.005	0.001	0.001	0	0.005	5.122	5.14
-800	red sea	SRR5865045	control mesocosm	0.062	0.006	0.001	0.006	0.026	0.001	0.016	0.006	0.001	0.005	0.006	0.001	0.001	0.001	0.006	6.587	6.607
-801	red sea	SRR5865019	control mesocosm	0.044	0.005	0.001	0.004	0.019	0.001	0.01	0.004	0.001	0.006	0.004	0.001	0.002	0.001	0.006	6.53	6.552
-802	red sea	SRR5865041	control mesocosm	0.037	0.004	0.001	0.005	0.014	0.001	0.01	0.002	0.001	0.001	0.001	0	0	0	0.001	1.381	1.387
-803	red sea	SRR5865014	control mesocosm	0.036	0.004	0.001	0.003	0.015	0.001	0.009	0.003	0.001	0.005	0.003	0.001	0.001	0.001	0.005	4.937	4.953
-804	red sea	SRR5864977	N,P mesocosm, 1 day	2.282	0.261	0.024	0.166	0.989	0.05	0.601	0.148	0.043	0.024	0.014	0.002	0.002	0.001	0.014	15.411	15.51
-805	red sea	SRR5865027	N,P mesocosm, 1 day	2.007	0.24	0.028	0.158	0.821	0.046	0.535	0.139	0.039	0.005	0.003	0.001	0.001	0.001	0.002	2.607	2.658
-806	red sea	SRR5865031	N,P mesocosm, 1 day	1.456	0.183	0.02	0.113	0.566	0.036	0.402	0.107	0.029	0.008	0.006	0.001	0.001	0.001	0.006	7.156	7.207
-807	red sea	SRR5864979	N,P mesocosm, 1 day	0.318	0.037	0.005	0.025	0.129	0.007	0.084	0.023	0.006	0.004	0.003	0	0	0	0.003	2.769	2.787
-808	red sea	SRR5865011	N,P mesocosm, 1 day	0.205	0.024	0.003	0.018	0.079	0.005	0.056	0.015	0.004	0.003	0.003	0.001	0.001	0	0.003	3.034	3.049
-809	red sea	SRR5864995	N,P mesocosm, 1 day	0.125	0.013	0.002	0.021	0.046	0.003	0.028	0.009	0.002	0.003	0.003	0.001	0.001	0	0.003	3.14	3.153
-810	red sea	SRR5865037	N,P mesocosm, 1 day	0.087	0.01	0.001	0.006	0.036	0.002	0.021	0.009	0.001	0.008	0.007	0.001	0.001	0.001	0.01	9.344	9.373
-811	red sea	SRR5864988	N,P mesocosm, 1 day	0.077	0.008	0.001	0.006	0.029	0.003	0.019	0.009	0.001	0.005	0.003	0.001	0.001	0	0.003	2.79	2.804
-812	red sea	SRR5865032	N,P mesocosm, 1 day	0.048	0.005	0.001	0.003	0.019	0.002	0.011	0.007	0.001	0.006	0.004	0.001	0.001	0.001	0.006	4.831	4.85
-813	red sea	SRR5865018	N,P mesocosm, 1 day	0.046	0.005	0	0.004	0.02	0.001	0.011	0.004	0.001	0.007	0.005	0.001	0.002	0.001	0.008	7.883	7.909
-814	red sea	SRR5865002	N,P mesocosm, 1 day	0.041	0.004	0	0.004	0.016	0.001	0.009	0.006	0.001	0.006	0.009	0.001	0.001	0.001	0.009	8.976	9.003
-815	red sea	SRR5864999	N,P mesocosm, 1 day	0.037	0.004	0	0.003	0.015	0.001	0.009	0.004	0.001	0.004	0.004	0.001	0.001	0	0.005	4.001	4.017
-816	red sea	SRR5865044	N,P mesocosm, 1 day	0.028	0.003	0	0.003	0.012	0.001	0.007	0.003	0	0.005	0.004	0.001	0.002	0.001	0.004	3.636	3.653
-817	red sea	SRR5865017	N,P mesocosm, 1 day	0.027	0.003	0	0.003	0.011	0	0.006	0.003	0	0.005	0.004	0.001	0.001	0.001	0.006	5.537	5.555
-818	red sea	SRR5865040	N,P mesocosm, 1 day	0.026	0.003	0	0.003	0.01	0.001	0.006	0.003	0	0.005	0.006	0.001	0.002	0.001	0.007	5.493	5.515
-819	red sea	SRR5864991	N,P mesocosm, 1 day	0.02	0.002	0	0.001	0.007	0.001	0.004	0.004	0	0.003	0.001	0	0	0	0.002	1.13	1.137
-820	red sea	SRR5865046	N,P mesocosm, 1 day	0.016	0.001	0	0.001	0.007	0	0.004	0.002	0	0.005	0.002	0.001	0.002	0	0.003	2.747	2.76
-821	red sea	SRR5865026	N,P mesocosm, 2 week	5.321	0.268	0.018	0.115	4.142	0.054	0.473	0.199	0.052	0.004	0.001	0	0	0	0.001	0.701	0.759
-822	red sea	SRR5864983	N,P mesocosm, 2 week	2.309	0.27	0.025	0.159	0.947	0.053	0.649	0.155	0.049	0.007	0.004	0.001	0.001	0	0.004	3.704	3.77
-823	red sea	SRR5865049	N,P mesocosm, 2 week	1.23	0.136	0.017	0.094	0.54	0.028	0.31	0.082	0.023	0.005	0.004	0.001	0	0	0.003	3.75	3.787
-824	red sea	SRR5865022	N,P mesocosm, 2 week	0.313	0.035	0.004	0.023	0.132	0.007	0.08	0.024	0.006	0.01	0.01	0.001	0.001	0.001	0.011	9.776	9.817
-825	red sea	SRR5865050	N,P mesocosm, 2 week	0.247	0.029	0.002	0.016	0.112	0.006	0.062	0.017	0.005	0.001	0	0	0	0	0	0.138	0.144
-826	red sea	SRR5865039	N,P mesocosm, 2 week	0.091	0.009	0.001	0.006	0.039	0.003	0.02	0.011	0.001	0.01	0.009	0.002	0.002	0.002	0.01	12.8	12.834
-827	red sea	SRR5864985	N,P mesocosm, 2 week	0.09	0.01	0.001	0.007	0.038	0.003	0.022	0.008	0.002	0.003	0.001	0	0	0	0.001	1.089	1.096
-828	red sea	SRR5865000	N,P mesocosm, 2 week	0.056	0.005	0.001	0.004	0.024	0.001	0.011	0.009	0.001	0.009	0.016	0.001	0.002	0.001	0.014	18.516	18.56
-829	red sea	SRR5865024	N,P mesocosm, 2 week	0.047	0.005	0.001	0.004	0.02	0.001	0.011	0.004	0.001	0.007	0.005	0.001	0.002	0.001	0.007	5.994	6.018
-830	red sea	SRR5865020	N,P mesocosm, 2 week	0.043	0.004	0.001	0.004	0.019	0.001	0.009	0.004	0.001	0.006	0.005	0.001	0.002	0.001	0.007	7.479	7.502
-831	red sea	SRR5865034	N,P mesocosm, 2 week	0.033	0.003	0	0.003	0.015	0	0.006	0.004	0.001	0.007	0.007	0.001	0.001	0	0.009	9.463	9.49
-832	red sea	SRR5865051	N,P mesocosm, 2 week	0.032	0.003	0	0.003	0.013	0.001	0.006	0.006	0	0.006	0.012	0.001	0.001	0.001	0.012	12.913	12.946
-833	red sea	SRR5864996	N,P mesocosm, 2 week	0.023	0.002	0	0.003	0.009	0	0.004	0.003	0	0.005	0.006	0.001	0.001	0	0.006	6.569	6.589
-834	red sea	SRR5864993	N,P mesocosm, 2 week	0.021	0.002	0	0.002	0.01	0	0.004	0.003	0	0.004	0.004	0.001	0.001	0	0.005	5.306	5.322
-835	red sea	SRR5865025	N,P,Si mesocosm, 2 week	18.175	1.238	0.088	0.498	13.098	0.252	1.934	0.841	0.226	0.009	0.001	0.002	0.001	0.001	0.002	0.491	0.733
-836	red sea	SRR5865028	N,P,Si mesocosm, 2 week	10.234	1.162	0.125	0.738	4.432	0.219	2.682	0.68	0.196	0.012	0.002	0.003	0.002	0	0.003	0.551	0.77
-837	red sea	SRR5865010	N,P,Si mesocosm, 2 week	9.398	0.79	0.067	0.418	5.632	0.157	1.614	0.571	0.149	0.006	0.001	0.002	0.001	0.001	0.002	0.046	0.207
-838	red sea	SRR5865009	N,P,Si mesocosm, 2 week	8.864	0.607	0.045	0.335	6.104	0.12	1.124	0.415	0.113	0.023	0.001	0.003	0.002	0.001	0.002	0.071	0.215
-839	red sea	SRR5865007	N,P,Si mesocosm, 2 week	4.802	0.28	0.014	0.091	3.735	0.064	0.355	0.213	0.05	0.01	0.002	0.002	0.001	0.001	0.002	1.806	1.874
-840	red sea	SRR5865023	N,P,Si mesocosm, 2 week	3.807	0.575	0.072	0.144	1.724	0	0.718	0.431	0.144	0	0	0	0	0	0	0.359	0.503
-841	red sea	SRR5864990	N,P,Si mesocosm, 2 week	0.632	0.073	0.008	0.045	0.275	0.015	0.161	0.043	0.012	0.005	0.001	0.002	0.001	0	0.001	0.165	0.187
